Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
2002,Alpine Skiing,Men's Combined,Norway,Men,1,gold,Kjetil AndrÃ© Aamodt,30
2002,Alpine Skiing,Men's Combined,United States,Men,2,silver,Bode Miller,24
2002,Alpine Skiing,Men's Combined,Austria,Men,3,bronze,Benjamin Raich,23
2002,Alpine Skiing,Women's Downhill,France,Women,1,gold,Carole Montillet-Carles,28
2002,Alpine Skiing,Women's Downhill,Italy,Women,2,silver,Isolde Kostner,26
2002,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Renate GÃ¶tschl,26
2002,Alpine Skiing,Women's Super G,Italy,Women,1,gold,Daniela Ceccarelli,26
2002,Alpine Skiing,Women's Super G,Croatia,Women,2,silver,Janica KosteliÄ‡,20
2002,Alpine Skiing,Women's Super G,Italy,Women,3,bronze,Karen Putzer,23
2002,Alpine Skiing,Women's Giant Slalom,Croatia,Women,1,gold,Janica KosteliÄ‡,20
2002,Alpine Skiing,Women's Giant Slalom,Sweden,Women,2,silver,Anja PÃ_rson,20
2002,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,3,bronze,Sonja Nef,29
2002,Alpine Skiing,Women's Slalom,Croatia,Women,1,gold,Janica KosteliÄ‡,20
2002,Alpine Skiing,Women's Slalom,France,Women,2,silver,Laure Pequegnot,26
2002,Alpine Skiing,Women's Slalom,Sweden,Women,3,bronze,Anja PÃ_rson,20
2002,Alpine Skiing,Women's Combined,Croatia,Women,1,gold,Janica KosteliÄ‡,20
2002,Alpine Skiing,Women's Combined,Austria,Women,2,silver,Renate GÃ¶tschl,26
2002,Alpine Skiing,Women's Combined,Germany,Women,3,bronze,Martina Ertl-Renz,28
2002,Biathlon,Men's 10-Kilometer Sprint,Norway,Men,1,gold,Ole Einar BjÃ¸rndalen,28
2002,Biathlon,Men's 10-Kilometer Sprint,Germany,Men,2,silver,Sven Fischer,30
2002,Biathlon,Men's 10-Kilometer Sprint,Austria,Men,3,bronze,Wolfgang Perner,34
2002,Biathlon,Men's 12.5-Kilometer pursuit,Norway,Men,1,gold,Ole Einar BjÃ¸rndalen,28
2002,Biathlon,Men's 12.5-Kilometer pursuit,France,Men,2,silver,RaphaÃ«l PoirÃ©e,27
2002,Biathlon,Men's 12.5-Kilometer pursuit,Germany,Men,3,bronze,Ricco GroÃŸ,31
2002,Biathlon,Men's 20 Kilometers,Norway,Men,1,gold,Ole Einar BjÃ¸rndalen,28
2002,Biathlon,Men's 20 Kilometers,Germany,Men,2,silver,Frank Luck,34
2002,Biathlon,Men's 20 Kilometers,Russia,Men,3,bronze,Viktor Maygurov,33
2002,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Norway,Men,1,gold,Norway,
2002,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Germany,Men,2,silver,Germany,
2002,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,France,Men,3,bronze,France,
2002,Biathlon,Women's 7.5-Kilometer Sprint,Germany,Women,1,gold,Kati Wilhelm,25
2002,Biathlon,Women's 7.5-Kilometer Sprint,Germany,Women,2,silver,Uschi Disl,31
2002,Biathlon,Women's 7.5-Kilometer Sprint,Sweden,Women,3,bronze,Magdalena Wallin-Forsberg,34
2002,Biathlon,Women's 10-Kilometer pursuit,Russia,Women,1,gold,Olga Pylyova-Medvedtseva,26
2002,Biathlon,Women's 10-Kilometer pursuit,Germany,Women,2,silver,Kati Wilhelm,25
2002,Biathlon,Women's 10-Kilometer pursuit,Bulgaria,Women,3,bronze,Irina Nikulchina,27
2002,Biathlon,Women's 15 Kilometers,Germany,Women,1,gold,Andrea Henkel,24
2002,Biathlon,Women's 15 Kilometers,Norway,Women,2,silver,Liv Grete Skjelbreid-PoirÃ©e,27
2002,Biathlon,Women's 15 Kilometers,Sweden,Women,3,bronze,Magdalena Wallin-Forsberg,34
2002,Biathlon,Women's 4 Ã— 7.5-Kilometer Relay,Germany,Women,1,gold,Germany,
2002,Biathlon,Women's 4 Ã— 7.5-Kilometer Relay,Norway,Women,2,silver,Norway,
2002,Biathlon,Women's 4 Ã— 7.5-Kilometer Relay,Russia,Women,3,bronze,Russia,
2002,Bobsled,Men's Two,Germany,Men,1,gold,Germany-1,
2002,Bobsled,Men's Two,Switzerland,Men,2,silver,Switzerland-1,
2002,Bobsled,Men's Two,Switzerland,Men,3,bronze,Switzerland-2,
2002,Bobsled,Men's Four,Germany,Men,1,gold,Germany-2,
2002,Bobsled,Men's Four,United States,Men,2,silver,United States-1,
2002,Bobsled,Men's Four,United States,Men,3,bronze,United States-2,
2002,Bobsled,Women's Two,United States,Women,1,gold,United States-2,
2002,Bobsled,Women's Two,Germany,Women,2,silver,Germany-1,
2002,Bobsled,Women's Two,Germany,Women,3,bronze,Germany-2,
2002,Cross-Country Skiing,Men's Sprint,Norway,Men,1,gold,Tor-Arne Hetland,28
2002,Cross-Country Skiing,Men's Sprint,Germany,Men,2,silver,Peter Schlickenrieder,31
2002,Cross-Country Skiing,Men's Sprint,Italy,Men,3,bronze,Cristian Zorzi,29
2002,Cross-Country Skiing,Men's 15 Kilometers,Estonia,Men,1,gold,Andrus Veerpalu,31
2002,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,2,silver,Frode Estil,29
2002,Cross-Country Skiing,Men's 15 Kilometers,Estonia,Men,3,bronze,Jaak Mae,29
2002,Cross-Country Skiing,Men's 30 Kilometers,Austria,Men,1,gold,Christian Hoffmann,27
2002,Cross-Country Skiing,Men's 30 Kilometers,Austria,Men,2,silver,Mikhail Botvinov,34
2002,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,3,bronze,Kristen Skjeldal,34
2002,Cross-Country Skiing,Men's 50 Kilometers,Russia,Men,1,gold,Mikhail Ivanov,24
2002,Cross-Country Skiing,Men's 50 Kilometers,Estonia,Men,2,silver,Andrus Veerpalu,31
2002,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,3,bronze,Odd-BjÃ¸rn Hjelmeset,30
2002,Cross-Country Skiing,Men's 10/10-Kilometer pursuit,Norway,Men,1,gold,Frode Estil,29
2002,Cross-Country Skiing,Men's 10/10-Kilometer pursuit,Norway,Men,1,gold,Thomas Alsgaard,30
2002,Cross-Country Skiing,Men's 10/10-Kilometer pursuit,Sweden,Men,3,bronze,Per Elofsson,24
2002,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,1,gold,Norway,
2002,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Italy,Men,2,silver,Italy,
2002,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Germany,Men,3,bronze,Germany,
2002,Cross-Country Skiing,Women's Sprint,Russia,Women,1,gold,Yuliya Chepalova,25
2002,Cross-Country Skiing,Women's Sprint,Germany,Women,2,silver,Evi Sachenbacher-Stehle,21
2002,Cross-Country Skiing,Women's Sprint,Norway,Women,3,bronze,Anita Moen-Guidon,34
2002,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,1,gold,Bente Skari-Martinsen,29
2002,Cross-Country Skiing,Women's 10 Kilometers,Russia,Women,2,silver,Yuliya Chepalova,25
2002,Cross-Country Skiing,Women's 10 Kilometers,Italy,Women,3,bronze,Stefania Belmondo,33
2002,Cross-Country Skiing,Women's 15 Kilometers,Italy,Women,1,gold,Stefania Belmondo,33
2002,Cross-Country Skiing,Women's 15 Kilometers,Czech Republic,Women,2,silver,KateÅ™ina NeumannovÃ¡,28
2002,Cross-Country Skiing,Women's 15 Kilometers,Russia,Women,3,bronze,Yuliya Chepalova,25
2002,Cross-Country Skiing,Women's 30 Kilometers,Italy,Women,1,gold,Gabriella Paruzzi,32
2002,Cross-Country Skiing,Women's 30 Kilometers,Italy,Women,2,silver,Stefania Belmondo,33
2002,Cross-Country Skiing,Women's 30 Kilometers,Norway,Women,3,bronze,Bente Skari-Martinsen,29
2002,Cross-Country Skiing,Women's 5/5-Kilometer pursuit,Canada,Women,1,gold,Beckie Scott,27
2002,Cross-Country Skiing,Women's 5/5-Kilometer pursuit,Czech Republic,Women,2,silver,KateÅ™ina NeumannovÃ¡,28
2002,Cross-Country Skiing,Women's 5/5-Kilometer pursuit,Germany,Women,3,bronze,Viola Bauer,25
2002,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Germany,Women,1,gold,Germany,
2002,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Norway,Women,2,silver,Norway,
2002,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Switzerland,Women,3,bronze,Switzerland,
2002,Curling,Men's Curling,Norway,Men,1,gold,Norway,
2002,Curling,Men's Curling,Canada,Men,2,silver,Canada,
2002,Curling,Men's Curling,Switzerland,Men,3,bronze,Switzerland,
2002,Curling,Women's Curling,Britain,Women,1,gold,Britain,
2002,Curling,Women's Curling,Switzerland,Women,2,silver,Switzerland,
2002,Curling,Women's Curling,Canada,Women,3,bronze,Canada,
2002,Figure Skating,Men's Singles,Russia,Men,1,gold,Aleksey Yagudin,21
2002,Figure Skating,Men's Singles,Russia,Men,2,silver,Yevgeny Plyushchenko,19
2002,Figure Skating,Men's Singles,United States,Men,3,bronze,Timothy Goebel,21
2002,Figure Skating,Mixed Pairs,Russia,Mixed,1,gold,Russia-1,
2002,Figure Skating,Mixed Pairs,Canada,Mixed,1,gold,Canada-1,
2002,Figure Skating,Mixed Pairs,China,Mixed,3,bronze,China-1,
2002,Figure Skating,Mixed Ice Dancing,France,Mixed,1,gold,France-1,
2002,Figure Skating,Mixed Ice Dancing,Russia,Mixed,2,silver,Russia-1,
2002,Figure Skating,Mixed Ice Dancing,Italy,Mixed,3,bronze,Italy-1,
2002,Figure Skating,Women's Singles,United States,Women,1,gold,Sarah Hughes,16
2002,Figure Skating,Women's Singles,Russia,Women,2,silver,Irina Slutskaya,23
2002,Figure Skating,Women's Singles,United States,Women,3,bronze,Michelle Kwan,21
2002,Freestyle Skiing,Men's Moguls,Finland,Men,1,gold,Janne Lahtela,27
2002,Freestyle Skiing,Men's Moguls,United States,Men,2,silver,Travis Mayer,19
2002,Freestyle Skiing,Men's Moguls,France,Men,3,bronze,Richard Gay,30
2002,Freestyle Skiing,Men's Aerials,Czech Republic,Men,1,gold,AleÅ¡ Valenta,29
2002,Freestyle Skiing,Men's Aerials,United States,Men,2,silver,Joe Pack,23
2002,Freestyle Skiing,Men's Aerials,Belarus,Men,3,bronze,Aleksey Grishin,22
2002,Freestyle Skiing,Women's Moguls,Norway,Women,1,gold,Kari Traa,28
2002,Freestyle Skiing,Women's Moguls,United States,Women,2,silver,Shannon Bahrke,21
2002,Freestyle Skiing,Women's Moguls,Japan,Women,3,bronze,Tae Satoya,25
2002,Freestyle Skiing,Women's Aerials,Australia,Women,1,gold,Alisa Camplin,27
2002,Freestyle Skiing,Women's Aerials,Canada,Women,2,silver,Veronica Brenner,27
2002,Freestyle Skiing,Women's Aerials,Canada,Women,3,bronze,Deidra Dionne,20
2002,Ice Hockey,Men's Ice Hockey,Canada,Men,1,gold,Canada,
2002,Ice Hockey,Men's Ice Hockey,United States,Men,2,silver,United States,
2002,Ice Hockey,Men's Ice Hockey,Russia,Men,3,bronze,Russia,
2002,Ice Hockey,Women's Ice Hockey,Canada,Women,1,gold,Canada,
2002,Ice Hockey,Women's Ice Hockey,United States,Women,2,silver,United States,
2002,Ice Hockey,Women's Ice Hockey,Sweden,Women,3,bronze,Sweden,
2002,Luge,Men's Singles,Italy,Men,1,gold,Armin ZÃ¶ggeler,28
2002,Luge,Men's Singles,Germany,Men,2,silver,Georg Hackl,35
2002,Luge,Men's Singles,Austria,Men,3,bronze,Markus Prock,37
2002,Luge,Men's Doubles,Germany,Men,1,gold,Germany-2,
2002,Luge,Men's Doubles,United States,Men,2,silver,United States-2,
2002,Luge,Men's Doubles,United States,Men,3,bronze,United States-1,
2002,Luge,Women's Singles,Germany,Women,1,gold,Sylke Otto,32
2002,Luge,Women's Singles,Germany,Women,2,silver,Barbara Niedernhuber,27
2002,Luge,Women's Singles,Germany,Women,3,bronze,Silke Kraushaar,31
2002,Nordic Combined,Men's Team,Finland,Men,1,gold,Finland,
2002,Nordic Combined,Men's Team,Germany,Men,2,silver,Germany,
2002,Nordic Combined,Men's Team,Austria,Men,3,bronze,Austria,
2002,Nordic Combined,Men's Individual,Finland,Men,1,gold,Samppa Lajunen,22
2002,Nordic Combined,Men's Individual,Finland,Men,2,silver,Jaakko Tallus,20
2002,Nordic Combined,Men's Individual,Austria,Men,3,bronze,Felix Gottwald,26
2002,Nordic Combined,Men's Sprint,Finland,Men,1,gold,Samppa Lajunen,22
2002,Nordic Combined,Men's Sprint,Germany,Men,2,silver,Ronny Ackermann,24
2002,Nordic Combined,Men's Sprint,Austria,Men,3,bronze,Felix Gottwald,26
2002,Short-Track Speedskating,Men's 500 Meters,Canada,Men,1,gold,Marc Gagnon,26
2002,Short-Track Speedskating,Men's 500 Meters,Canada,Men,2,silver,Jonathan Guilmette,23
2002,Short-Track Speedskating,Men's 500 Meters,United States,Men,3,bronze,Rusty Smith,22
2002,Short-Track Speedskating,"Men's 1,000 Meters",Australia,Men,1,gold,Steven Bradbury,28
2002,Short-Track Speedskating,"Men's 1,000 Meters",United States,Men,2,silver,Apolo Anton Ohno,19
2002,Short-Track Speedskating,"Men's 1,000 Meters",Canada,Men,3,bronze,Mathieu Turcotte,25
2002,Short-Track Speedskating,"Men's 1,500 Meters",United States,Men,1,gold,Apolo Anton Ohno,19
2002,Short-Track Speedskating,"Men's 1,500 Meters",China,Men,2,silver,Li Jiajun,26
2002,Short-Track Speedskating,"Men's 1,500 Meters",Canada,Men,3,bronze,Marc Gagnon,26
2002,Short-Track Speedskating,"Men's 5,000-Meter Relay",Canada,Men,1,gold,Canada,
2002,Short-Track Speedskating,"Men's 5,000-Meter Relay",Italy,Men,2,silver,Italy,
2002,Short-Track Speedskating,"Men's 5,000-Meter Relay",China,Men,3,bronze,China,
2002,Short-Track Speedskating,Women's 500 Meters,China,Women,1,gold,Yang Yang (A),25
2002,Short-Track Speedskating,Women's 500 Meters,Bulgaria,Women,2,silver,Evgeniya Radanova,24
2002,Short-Track Speedskating,Women's 500 Meters,China,Women,3,bronze,Wang Chunlu,23
2002,Short-Track Speedskating,"Women's 1,000 Meters",China,Women,1,gold,Yang Yang (A),25
2002,Short-Track Speedskating,"Women's 1,000 Meters",South Korea,Women,2,silver,Go Gi-Hyeon,15
2002,Short-Track Speedskating,"Women's 1,000 Meters",China,Women,3,bronze,Yang Yang (S),24
2002,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,Women,1,gold,Go Gi-Hyeon,15
2002,Short-Track Speedskating,"Women's 1,500 Meters",South Korea,Women,2,silver,Choi Eun-Gyeong,17
2002,Short-Track Speedskating,"Women's 1,500 Meters",Bulgaria,Women,3,bronze,Evgeniya Radanova,24
2002,Short-Track Speedskating,"Women's 3,000-Meter Relay",South Korea,Women,1,gold,South Korea,
2002,Short-Track Speedskating,"Women's 3,000-Meter Relay",China,Women,2,silver,China,
2002,Short-Track Speedskating,"Women's 3,000-Meter Relay",Canada,Women,3,bronze,Canada,
2002,Skeleton,Men's Skeleton,United States,Men,1,gold,"Jim Shea, Jr.",33
2002,Skeleton,Men's Skeleton,Austria,Men,2,silver,Martin Rettl,28
2002,Skeleton,Men's Skeleton,Switzerland,Men,3,bronze,Gregor StÃ_hli,33
2002,Skeleton,Women's Skeleton,United States,Women,1,gold,Tristan Gale,21
2002,Skeleton,Women's Skeleton,United States,Women,2,silver,Lea Ann Parsley,33
2002,Skeleton,Women's Skeleton,Britain,Women,3,bronze,Alex Coomber,28
2002,Ski Jumping,"Men's Normal Hill, Individual",Switzerland,Men,1,gold,Simon Ammann,20
2002,Ski Jumping,"Men's Normal Hill, Individual",Germany,Men,2,silver,Sven Hannawald,27
2002,Ski Jumping,"Men's Normal Hill, Individual",Poland,Men,3,bronze,Adam MaÅ‚ysz,24
2002,Ski Jumping,"Men's Large Hill, Individual",Switzerland,Men,1,gold,Simon Ammann,20
2002,Ski Jumping,"Men's Large Hill, Individual",Poland,Men,2,silver,Adam MaÅ‚ysz,24
2002,Ski Jumping,"Men's Large Hill, Individual",Finland,Men,3,bronze,Matti HautamÃ_ki,20
2002,Ski Jumping,"Men's Large Hill, Team",Germany,Men,1,gold,Germany,
2002,Ski Jumping,"Men's Large Hill, Team",Finland,Men,2,silver,Finland,
2002,Ski Jumping,"Men's Large Hill, Team",Slovenia,Men,3,bronze,Slovenia,
2002,Snowboarding,Men's Parallel Giant Slalom,Switzerland,Men,1,gold,Philipp Schoch,22
2002,Snowboarding,Men's Parallel Giant Slalom,Sweden,Men,2,silver,Richard Richardsson,28
2002,Snowboarding,Men's Parallel Giant Slalom,United States,Men,3,bronze,Chris Klug,29
2002,Snowboarding,Men's Halfpipe,United States,Men,1,gold,Ross Powers,22
2002,Snowboarding,Men's Halfpipe,United States,Men,2,silver,Danny Kass,19
2002,Snowboarding,Men's Halfpipe,United States,Men,3,bronze,JJ Thomas,20
2002,Snowboarding,Women's Parallel Giant Slalom,France,Women,1,gold,Isabelle Blanc,26
2002,Snowboarding,Women's Parallel Giant Slalom,France,Women,2,silver,Karine Ruby,24
2002,Snowboarding,Women's Parallel Giant Slalom,Italy,Women,3,bronze,Lidia Trettel,28
2002,Snowboarding,Women's Halfpipe,United States,Women,1,gold,Kelly Clark,18
2002,Snowboarding,Women's Halfpipe,France,Women,2,silver,Doriane Vidal,25
2002,Snowboarding,Women's Halfpipe,Switzerland,Women,3,bronze,Fabienne Reuteler,22
2002,Speedskating,Men's 500 Meters,United States,Men,1,gold,Casey FitzRandolph,27
2002,Speedskating,Men's 500 Meters,Japan,Men,2,silver,Hiroyasu Shimizu,27
2002,Speedskating,Men's 500 Meters,United States,Men,3,bronze,Kip Carpenter,22
2002,Speedskating,"Men's 1,000 Meters",Netherlands,Men,1,gold,Gerard van Velde,30
2002,Speedskating,"Men's 1,000 Meters",Netherlands,Men,2,silver,Jan Bos,26
2002,Speedskating,"Men's 1,000 Meters",United States,Men,3,bronze,Joey Cheek,22
2002,Speedskating,"Men's 1,500 Meters",United States,Men,1,gold,Derek Parra,31
2002,Speedskating,"Men's 1,500 Meters",Netherlands,Men,2,silver,Jochem Uytdehaage,25
2002,Speedskating,"Men's 1,500 Meters",Norway,Men,3,bronze,Ã…dne SÃ¸ndrÃ¥l,30
2002,Speedskating,"Men's 5,000 Meters",Netherlands,Men,1,gold,Jochem Uytdehaage,25
2002,Speedskating,"Men's 5,000 Meters",United States,Men,2,silver,Derek Parra,31
2002,Speedskating,"Men's 5,000 Meters",Germany,Men,3,bronze,Jens Boden,23
2002,Speedskating,"Men's 10,000 Meters",Netherlands,Men,1,gold,Jochem Uytdehaage,25
2002,Speedskating,"Men's 10,000 Meters",Netherlands,Men,2,silver,Gianni Romme,28
2002,Speedskating,"Men's 10,000 Meters",Norway,Men,3,bronze,Lasse SÃ_tre,27
2002,Speedskating,Women's 500 Meters,Canada,Women,1,gold,Catriona Le May Doan,31
2002,Speedskating,Women's 500 Meters,Germany,Women,2,silver,Monique Garbrecht-Enfeldt,33
2002,Speedskating,Women's 500 Meters,Germany,Women,3,bronze,Sabine VÃ¶lker,28
2002,Speedskating,"Women's 1,000 Meters",United States,Women,1,gold,Chris Witty,26
2002,Speedskating,"Women's 1,000 Meters",Germany,Women,2,silver,Sabine VÃ¶lker,28
2002,Speedskating,"Women's 1,000 Meters",United States,Women,3,bronze,Jennifer Rodriguez,25
2002,Speedskating,"Women's 1,500 Meters",Germany,Women,1,gold,Anni Friesinger-Postma,25
2002,Speedskating,"Women's 1,500 Meters",Germany,Women,2,silver,Sabine VÃ¶lker,28
2002,Speedskating,"Women's 1,500 Meters",United States,Women,3,bronze,Jennifer Rodriguez,25
2002,Speedskating,"Women's 3,000 Meters",Germany,Women,1,gold,Claudia Pechstein,29
2002,Speedskating,"Women's 3,000 Meters",Netherlands,Women,2,silver,Renate Groenewold,25
2002,Speedskating,"Women's 3,000 Meters",Canada,Women,3,bronze,Cindy Klassen,22
2002,Speedskating,"Women's 5,000 Meters",Germany,Women,1,gold,Claudia Pechstein,29
2002,Speedskating,"Women's 5,000 Meters",Netherlands,Women,2,silver,Gretha Smit,26
2002,Speedskating,"Women's 5,000 Meters",Canada,Women,3,bronze,Clara Hughes,29
2006,Alpine Skiing,Men's Downhill,France,Men,1,gold,Antoine DÃ©nÃ©riaz,29
2006,Alpine Skiing,Men's Downhill,Austria,Men,2,silver,Michael Walchhofer,30
2006,Alpine Skiing,Men's Downhill,Switzerland,Men,3,bronze,Bruno Kernen,33
2006,Alpine Skiing,Men's Super G,Norway,Men,1,gold,Kjetil AndrÃ© Aamodt,34
2006,Alpine Skiing,Men's Super G,Austria,Men,2,silver,Hermann Maier,33
2006,Alpine Skiing,Men's Super G,Switzerland,Men,3,bronze,Ambrosi Hoffmann,28
2006,Alpine Skiing,Men's Giant Slalom,Austria,Men,1,gold,Benjamin Raich,27
2006,Alpine Skiing,Men's Giant Slalom,France,Men,2,silver,JoÃ«l Chenal,32
2006,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Hermann Maier,33
2006,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Benjamin Raich,27
2006,Alpine Skiing,Men's Slalom,Austria,Men,2,silver,Reinfried Herbst,27
2006,Alpine Skiing,Men's Slalom,Austria,Men,3,bronze,Rainer SchÃ¶nfelder,28
2006,Alpine Skiing,Men's Combined,United States,Men,1,gold,Ted Ligety,21
2006,Alpine Skiing,Men's Combined,Croatia,Men,2,silver,Ivica KosteliÄ‡,26
2006,Alpine Skiing,Men's Combined,Austria,Men,3,bronze,Rainer SchÃ¶nfelder,28
2006,Alpine Skiing,Women's Downhill,Austria,Women,1,gold,Michaela Dorfmeister,32
2006,Alpine Skiing,Women's Downhill,Switzerland,Women,2,silver,Martina Schild,24
2006,Alpine Skiing,Women's Downhill,Sweden,Women,3,bronze,Anja PÃ_rson,24
2006,Alpine Skiing,Women's Super G,Austria,Women,1,gold,Michaela Dorfmeister,32
2006,Alpine Skiing,Women's Super G,Croatia,Women,2,silver,Janica KosteliÄ‡,24
2006,Alpine Skiing,Women's Super G,Austria,Women,3,bronze,Alexandra Meissnitzer,32
2006,Alpine Skiing,Women's Giant Slalom,United States,Women,1,gold,Julia Mancuso,21
2006,Alpine Skiing,Women's Giant Slalom,Finland,Women,2,silver,Tanja Poutiainen,25
2006,Alpine Skiing,Women's Giant Slalom,Sweden,Women,3,bronze,Anna Ottosson,29
2006,Alpine Skiing,Women's Slalom,Sweden,Women,1,gold,Anja PÃ_rson,24
2006,Alpine Skiing,Women's Slalom,Austria,Women,2,silver,Nicole Hosp,22
2006,Alpine Skiing,Women's Slalom,Austria,Women,3,bronze,Marlies Schild,24
2006,Alpine Skiing,Women's Combined,Croatia,Women,1,gold,Janica KosteliÄ‡,24
2006,Alpine Skiing,Women's Combined,Austria,Women,2,silver,Marlies Schild,24
2006,Alpine Skiing,Women's Combined,Sweden,Women,3,bronze,Anja PÃ_rson,24
2006,Biathlon,Men's 10-Kilometer Sprint,Germany,Men,1,gold,Sven Fischer,34
2006,Biathlon,Men's 10-Kilometer Sprint,Norway,Men,2,silver,Halvard Hanevold,36
2006,Biathlon,Men's 10-Kilometer Sprint,Norway,Men,3,bronze,Frode Andresen,32
2006,Biathlon,Men's 12.5-Kilometer pursuit,France,Men,1,gold,Vincent Defrasne,28
2006,Biathlon,Men's 12.5-Kilometer pursuit,Norway,Men,2,silver,Ole Einar BjÃ¸rndalen,32
2006,Biathlon,Men's 12.5-Kilometer pursuit,Germany,Men,3,bronze,Sven Fischer,34
2006,Biathlon,Men's 15-Kilometer Mass Start,Germany,Men,1,gold,Michael Greis,29
2006,Biathlon,Men's 15-Kilometer Mass Start,Poland,Men,2,silver,Tomasz Sikora,32
2006,Biathlon,Men's 15-Kilometer Mass Start,Norway,Men,3,bronze,Ole Einar BjÃ¸rndalen,32
